STANOX_NO,FULL_NAME,CRS_CODE,Route_Description
49122,FELIXSTOWE SIG NQ2,,Anglia
49123,FELIXSTOWE SIG NQ4,,Anglia
49132,FELIXSTOWE SOUTH EWS,,Anglia
49129,FELIXSTOWE SOUTH GBRF,,Anglia
49128,FELIXSTOWE SOUTH RT (FL),,Anglia
13150,FELLGATE,FEG,East Coast
87121,FELTHAM,FEL,Wessex
87044,FELTHAM ARRIVAL RD COUNTRY END,,Wessex
87042,FELTHAM ARRIVAL RD LONDON END,,Wessex
87033,FELTHAM DEPOT,,Wessex
87120,FELTHAM GRID SIDING,,Wessex
87122,FELTHAM JN,,Wessex
87182,FELTHAM SIGNAL E453,,Wessex
49127,FELXSTWE STH DOCKS RP GBRF,,Anglia
49147,FELXSTWE STH DOCKS RP GBRF,,Anglia
47008,FEN DRAYTON,,Anglia
83458,FENITON,FNT,Wessex
69414,FENNY COMPTON,XFC,Central
69412,FENNY COMPTON CE SDGS,,Central
69402,FENNY COMPTON DN GOODS LP,,Central
69413,FENNY COMPTON EXCHNGE SDGS,,Central
69411,FENNY COMPTON M.O.D.,,Central
69415,FENNY COMPTON SIG OL7150,,Central
69404,FENNY COMPTON SOUTH JN,,Central
62057,FENNY STRATFORD,FEN,West Coast South
54220,FERME PARK AGG IND (FHH),,East Coast
54211,FERME PARK DIESEL SDGS,,East Coast
54216,FERME PARK LONDON CONC GBRF,,East Coast
54215,FERME PARK LONDON CONCRETE,,East Coast
54213,FERME PARK REC LN GBRF,,East Coast
54209,FERME PARK RECP.,XFD,East Coast
54219,FERME PARK SHUNT SPUR,,East Coast
54214,FERME PK RP RD12,,East Coast
78129,FERNHILL,FER,TfW Cardiff Valleys
19199,FERRIBY,FRY,North & East
19203,FERRIBYME,,North & East
19200,FERRIBY SIGNAL 747,,North & East
19201,FERRIBY SIGNAL 752,,North & East
16709,FERRYBRIDGE C PWR STN FLHH,,North & East
16708,FERRYBRIDGE 'C' PWR STN (GBRF),,North & East
16711,FERRYBRIDGE H.S.,,North & East
16710,FERRYBRIDGE NORTH JN,,North & East
16714,FERRYBRIDGE NP LOCO DEPOT,,North & East
16713,FERRYBRIDGE NP REPAIR DP,,North & East
16712,FERRYBRIDGE POWER STATION,,North & East
16707,FERRYBRIDGE PS GYPSUM GBRF,,North & East
16715,FERRYBRIDGE SIG 624,,North & East
15120,FERRYHILL STH. JN.,,East Coast
15114,FERRYHILL T.C. OLD YARD,,East Coast
15110,FERRYHILL TC OLD YARD GBRF,,East Coast
15113,FERRYHILL THOMPSON,,East Coast
15115,FERRYHILL YARD MARCROFT,,East Coast
80407,FERRYSIDE,FYS,Wales
79073,FFAIRFACH,FFA,Wales
35604,FIDDLERS FERRY PS (FGD) (GBRF),,North West
35600,FIDDLERS FERRY P STN FLHH,,North West
35602,FIDLERS FERRY POWER STN,,North West
35603,FIDLERS FERRY S.B.,,North West
35601,FIDLERSFY,,North West
69305,FIELD SIDINGS,,Central
76121,FIFOOTS PNT PWR STN FLINER,,Wales
19002,FILEY,FIL,North & East
81305,FILTON ABBEY WOOD,FIT,Western
81300,FILTON JN,,Western
81124,FILTON JN SIGNAL BL1569,,Western
81125,FILTON SIG BL2052,,Western
81301,FILTON SIG DF06,,Western
81302,FILTON WEST JN,,Western
81303,FILTON WEST SIG 645,,Western
72417,FINCHLEY ROAD & FROGNAL,FNY,Anglia
66042,FINE LANE L.C.,,Central
06362,FINNIESTON EAST JN,,Scotland
06361,FINNIESTON WEST JN,,Scotland
23501,FINNINGLEY,FGY,East Coast
54238,FINSBURY PARK,FPK,East Coast
54239,FINSBURY PARK SIG 407,,East Coast
54237,FINSBURY PARK SIG K380,,East Coast
54236,FINSBURY PARK SIG K381,,East Coast
54240,FINSBURY PARK SIG K392,,East Coast
54241,FINSBURY PARK SIG K68,,East Coast
54243,FINSBURY PARK SIGNAL K53,,East Coast
54242,FINSBURY PARK SIGNAL K60,,East Coast
74453,FINSTOCK,FIN,Western
00340,FIORENZLA,,High Speed
26415,FIRBECK JN,,North & East
44222,FIRSBY,,East Midlands
86383,FISHBOURNE (SUSSEX),FSB,Sussex
87987,FISHERSGATE,FSG,Sussex
73115,FISHER ST EAST,,Private Railway
73114,FISHER ST WEST,,Private Railway
80013,FISHGUARD & GOODWICK,FGW,Wales
80011,FISHGUARD HARBOUR,FGH,Wales
80012,FISHGUARD HARBOUR (ADVENZA),,Wales
80010,FISHGUARD HARBOUR SIDING,XFH,Wales
55507,FISKERTON,FSK,East Midlands
25812,FITZALAN SQUARE,FIZ,North & East
18071,FITZWILLIAM,FZW,North & East
66500,FIVE WAYS,FWY,Central
76453,FIVE WHISTLE SIDING,,Wales
81901,FLAX BOURTON,,Western
86045,FLEET,FLE,Wessex
45144,FLETTON JN.,,East Coast
10026,FLIMBY,FLM,North West
40125,FLINT,FLN,Wales
40126,FLINT JN,,Wales
62201,FLITWICK,FLT,East Midlands
62202,FLITWICK JN,,East Midlands
22051,FLIXBORO WHARF FABOR PREST,,North & East
33096,FLIXTON,FLI,North West
66404,FL LAWLEY STREET MAINTENANCE SIDING,,Central
48995,FLORDON LEVEL XING,,Anglia
09099,FLORISTON,,North West
32222,FLOWERY FIELD,FLF,North West
51022,FOBBING CROSSING,,Anglia
01069,FODDERTY I.B.,,Scotland
29156,FOGARTY P & G METALS,,North West
89727,FOLKESTONE CENTRAL,FKC,Kent
89723,FOLKESTONE EAST,FKE,Kent
89724,FOLKESTONE EAST SIG YE18,,Kent
89725,FOLKESTONE EAST TRAIN ROAD,,Kent
89711,FOLKESTONE HARBOUR,FKH,Kent
89731,FOLKESTONE WEST,FKW,Kent
36511,FOLLY LANE I.C.I. SDGS,,North West
00762,FORBACH,FOB,High Speed
86461,FORD,FOD,Sussex
62039,FORDERSRS,,West Coast South
62037,FORDERSSD,,West Coast South
62042,FORDERS SDGS,,West Coast South
62038,FORDERS SDGS F/L HEAVY HL,,West Coast South
62034,FORDERS SDGS (GBRF),,West Coast South
62048,FORDERS SDG SIG MV250,,West Coast South
62041,FORDERS SIGNAL BOX/LOOP,,West Coast South
62045,FORDERSST,,West Coast South
62046,FORDERS STEWARTBY REP PT N013,,West Coast South
00228,FORD FACTORIA SPAIN,,High Speed
46278,FORDHAM,,Anglia
86465,FORD JUNCTION,,Sussex
02121,FORDOUN,,Scotland
36331,FORDS SDGS HALEWOOD,,North West
50435,FOREST GATE,FOG,Anglia
50434,FOREST GATE JN,,Anglia
87627,FOREST HILL,FOH,Sussex
36064,FORMBY,FBY,North West
36073,FORMBY SIGNAL 97,,North West
36175,FORMER EDGE HILL SB,,North West
01127,FORRES,FOR,Scotland
01128,FORRES LOOP,,Scotland
01012,FORSINARD,FRS,Scotland
01014,FORSINARD C.E.,,Scotland
03150,FORTEVIOT L.C.,,Scotland
12927,FORTH BANKS LINE,,East Coast
07012,FORT MATILDA,FTM,Scotland
06025,FORT WILLIAM,FTW,Scotland
06016,FORT WILLIAM C.E.,,Scotland
06022,FORT WILLIAM DCC ENERGY,,Scotland
06019,FORT WILLIAM JN,,Scotland
06021,FORT WILLIAM JN FLT,,Scotland
06064,FORT WILLIAM JN T.C GBRF,,Scotland
06020,FORT WILLIAM J.YD T.C.,,Scotland
06023,FORT WILLIAM RIO TINTO ALCAN,,Scotland
06017,FORT WILLIAM R T ALCAN FLT DUP,,Scotland
06044,FORT WILLIAM R T ALCAN GBRF,,Scotland
06045,FORT WILLIAM SIG 33,,Scotland
06024,FORT WILLIAM STATION SDGS,,Scotland
06015,FORT WILLIAM TIMBER LOAD,,Scotland
69400,FOSSE ROAD (LEAMINGTON),,Central
05048,FOULDUBS JN,,Scotland
36399,FOUNDRY L,,North West
36397,FOUNDRY LANE DITTON (VWL),,North West
36396,FOUNDRY LANE MAINT PT (VWL),,North West
65002,FOUR ASHES LOOP,,Central
65601,FOUR OAKS,FOK,Central
13314,FOURSTONES,,North & East
85106,FOWEYDKRP,,Western
85105,FOWEY DOCK CARNE POINT,,Western
11221,FOXFIELD,FOX,North West
74315,FOXHALL JN,XJF,Western
74302,FOXHALL SIGNAL 924,,Western
27209,FOXLOW JN,,North & East
47242,FOXTON,FXN,Anglia
47243,FOXTON DCR,,Anglia
47241,FOXTON EXCHANGE SDGS*,,Anglia
47245,FOXTON EXHANGE SDGS GBRF,,Anglia
47240,FOXTON FHH,,Anglia
00041,FRANKFURT (MAIN) HBF,FRA,High Speed
89389,FRANT,FRT,Kent
86321,FRATTON,FTN,Wessex
86323,FRATTON C.S.D.,XFR,Wessex
86327,FRATTON DEPOT F.P.,,Wessex
86328,FRATTON EAST,,Wessex
86318,FRATTON SIG 460,,Wessex
86317,FRATTON SIG 553,,Wessex
86319,FRATTON SIG.PW139,,Wessex
86320,FRATTON S.S.,,Wessex
86322,FRATTON STAFF HALT,,Wessex
12235,FREEMANS L.C.,,North & East
00703,FRENCH TUNNEL CROSSOVER,,High Speed
00705,FRENCH TUNNEL PORTAL,,High Speed
36063,FRESHFIELD,FRE,North West
82071,FRESHFORD,FFD,Western
00721,FRETHUN,,Kent
00722,FRETHUN,,Kent
00723,FRETHUN,,Kent
00724,FRETHUN,,Kent
00725,FRETHUN,,Kent
00726,FRETHUN,,Kent
89652,FRETHUN,,High Speed
00718,FRETHUN (COLAS),,Kent
00720,FRETHUN (EURPORTE2),,Kent
00712,FRETHUN (GBRF),,High Speed
73230,FRIARS JN,,Western
87097,FRIMLEY,FML,Wessex
87093,FRIMLEY JN,,Wessex
50014,FRINTON-ON-SEA,FRI,Anglia
59127,FRISBY,,East Midlands
74610,FRITWELL AND SOMERTON,,Western
17021,FRIZINGHALL,FZH,North & East
00039,FRKGRESHM,,High Speed
22045,FRODINGHAM JUNCTION,,North & East
35703,FRODSHAM,FRD,North West
35702,FRODSHAM JN,,North West
82204,FROME,FRO,Western
82205,FROME NETWORK RAIL DN SDG,,Western
82206,FROME NORTH,,Western
64308,FRON L.C.,,Wales
06018,FT.WILLIAM SIDINGS FLT,,Scotland
47009,FULBOURNE,,Anglia
87160,FULWELL,FLW,Wessex
87165,FULWELL JN,,Wessex
87268,FULWELL SIG F411,,Wessex
87183,FULWELL SIG F417,,Wessex
86939,FULWELL SIGNAL BEF2513,,Wessex
32545,FURNESS VALE,FNV,North West
86967,FURZEBROOK OIL SIDINGS,,Wessex
74012,FURZE PLATT,FZP,Western
04706,FUSHIEBRIDGE JN,,Scotland
83008,FWATR PAD,,Western
76420,GAER JN,,Wales
40028,GAERWEN,,Wales
40029,GAERWENJN,,Wales
26103,GAINSBORO' LEA RD MELROSE,,North & East
26008,GAINSBOROUGH CENTRAL,GNB,North & East
26107,GAINSBOROUGH CENTRAL GC26,,North & East
26106,GAINSBOROUGH CENTRAL GC4,,North & East
26105,GAINSBOROUGH CENTRAL GC6,,North & East
26104,GAINSBOROUGH LEA ROAD,GBL,North & East
26109,GAINSBOROUGH SIGNAL LG7994,,East Midlands
26108,GAINSBOROUGH TRENT JNS,,North & East
26101,GAINSBRO LEA ROAD CHAFERS,,North & East
04704,GALABANK JN,,Scotland
04715,GALASHIELS,GAL,Scotland
03105,GALGUSIE,,Scotland
65823,GALTON JN,XGJ,Central
23495,GAMSTON,,East Coast
29048,GANNOW JN,,North West
06105,GARELOCHHEAD,GCH,Scotland
06106,GARELOCHHEAD C.E.,,Scotland
06118,GARELOCHHEAD GF,,Scotland
00751,GARE PICARDE,,High Speed
16604,GARFORTH,GRF,North & East
09529,GARGRAVE,GGV,North & East
07306,GARNQUEEN NORTH JN,,Scotland
06710,GARROWHILL,GAR,Scotland
06350,GARSCADDEN,GRS,Scotland
09440,GARSDALE,GSD,North West
09441,GARSDALE URS (CE),,North West
11727,GARSTANG & CATTERAL,,North West
36321,GARSTN DN,,North West
36310,GARSTNFLT,,North West
36312,GARSTN UP,,North West
36323,GARSTON AUTO COMPOUND(FLR),,North West
36322,GARSTON CAR TERMINAL GBRF,,North West
36313,GARSTON CHURCH ROAD,,North West
36311,GARSTON F.L.T.,,North West
36319,GARSTON GROUND FRAME,,North West
71038,GARSTON (HERTFORDSHIRE),GSN,West Coast South
36308,GARSTON JN,,North West
36089,GARSTON (MERSDE)CLOSED,GRM,North West
36309,GARSTON (MERSEYSIDE) (FHH),,North West
36324,GARSTONRP,,North West
36320,GARSTON(SPEKE) T.C.,,North West
35395,GARSWOOD,GSW,North West
06502,GARTCOSH,GRH,Scotland
07305,GARTCOSH JN,,Scotland
79824,GARTH (MID GLAMORGAN),GMG,Wales
79084,GARTH (POWYS),GTH,Wales
02023,GARTLY,,Scotland
07307,GARTSHERRIE SOUTH JN,,Scotland
06455,GARTSHORE,,Scotland
06458,GARTSHORE D.P.L,,Scotland
06456,GARTSHORE U.P.L,,Scotland
01083,GARVE,GVE,Scotland
01084,GARVE C.E.,,Scotland
16509,GASCOIGNE WOOD BARDON AGG.,,North & East
16513,GASCOIGNE WOOD DOWN (FHH),,North & East
16512,GASCOIGNE WOOD DOWN LOOP,,East Coast
16508,GASCOIGNE WOOD DOWN SDGS,,North & East
16591,GASCOIGNE WOOD JN.,,North & East
16529,GASCOIGNE WOOD SDGS GBRF,,North & East
16507,GASCOIGNE WOOD SIG 5926,,North & East
16510,GASCOIGNE WOOD UP (FHH),,North & East
16511,GASCOIGNE WOOD UP SDGS,,North & East
52703,GAS FACTORY JN,,Anglia
52704,GAS FACTORY LOOP,,Anglia
56628,GATEWAY WEST JUNCTION,,East Midlands
35102,GATHURST,GST,North West
32526,GATLEY,GTY,North West
87911,GATWICK AIRPORT,GTW,Sussex
87894,GATWICK AIRPORT CARR SDG2,,Sussex
87893,GATWICK AIRPORT CARR SDG3,,Sussex
87910,GATWICK AIRPORT C.H.S.,XGT,Sussex
87912,GATWICK AIRPORT SIG. T1161,,Sussex
87925,GATWICK AIRPORT SIG. T1165,,Sussex
87914,GATWICK AIRPORT SIG T1168,,Sussex
87896,GATWICK AIRPORT SIG. T237,,Sussex
87913,GATWICK UP SIDING NORTH,,Sussex
60020,GEDDINGTON,,East Midlands
55601,GEDLING COLLIERY,,East Midlands
00868,GENK,,High Speed
79049,GENWEN JN,,Wales
01008,GEORGEMAS JUNCTION,GGJ,Scotland
01007,GEORGEMAS JUNCTION C.E.,,Scotland
01002,GEORGMASJ,,Scotland
35404,GERARDS BRIDGE JCN,,North West
73499,GERRARDS CROSS,GER,Central
73500,GERRARDS CROSS SIDING,,Central
00772,GEVREY,,High Speed
05029,GHILL 414,,Scotland
69308,GIBBET HILL JUNCTION,,Central
50334,GIDEA PARK,GDP,Anglia
50336,GIDEA PARK C.H.S.,,Anglia
50340,GIDEA PARK COUNTRY END SPUR,,Anglia
50339,GIDEA PARK JN,,Anglia
50337,GIDEA PARK MIDDLE SIDING,,Anglia
50335,GIDEA PARK RAILSTORE,,Anglia
50341,GIDEA PARK SIG L5125,,Anglia
07233,GIFFNOCK,GFN,Scotland
11567,GIGGLESWICK,GIG,North West
19215,GILBERDYKE,GBD,North & East
19216,GILBERDYKE SIGNAL 1901,,North & East
78353,GILFACH FARGOED,GFF,TfW Cardiff Valleys
82332,GILLINGHAM (DORSET),GIL,Wessex
82333,GILLINGHAM (DORSET) CE,,Wessex
82329,GILLINGHAM (DORSET) SIDINGS,,Wessex
82336,GILLINGHAM (DORSET) SIG 23,,Wessex
89013,GILLINGHAM DOWN SIDINGS,,Kent
89016,GILLINGHAM E.M.U.D.,XGI,Kent
89012,GILLINGHAM EWS SIDINGS,,Kent
89011,GILLINGHAM (KENT),GLM,Kent
89017,GILLINGHAM (KENT) SIG 26,,Kent
89010,GILLINGHAM RECEPTION ROAD,,Kent
82337,GILLINGHAM SIGNAL NO.4680,,Wessex
82340,GILLINGHAM SIGNAL NO.4680,,Wessex
06239,GILSHOCHILL,GSC,Scotland
87624,GIPSY HILL,GIP,Sussex
08646,GIRVAN,GIR,Scotland
08644,GIRVAN C.E.,,Scotland
08638,GIRVAN SIGNAL GV26,,Scotland
29130,GISBURN TUNNEL,,North West
15518,GLAISDALE,GLS,North & East
40055,GLAN CONWY,GCW,Wales
64601,GLANDYFI,,Wales
07270,GLASGOW BRIDGETON YARD C&W,,Scotland
07257,GLASGOW CENTRAL,GLC,Scotland
07316,GLASGOW CENTRAL GANTRY A,,Scotland
07255,GLASGOW CENTRAL LOW LEVEL,GCL,Scotland
07250,GLASGOW CENTRAL NO. 1 SDG,,Scotland
07256,GLASGOW CENTRAL NO. 2 SDG,,Scotland
07252,GLASGOW CENTRAL NO 3 SDG,,Scotland
07251,GLASGOW CENTRAL NO 4 SDG,,Scotland
07254,GLASGOW CENTRAL NO 5 SDG,,Scotland
06365,GLASGOW CHARING CROSS,CHC,Scotland
06401,GLASGOW QUEEN STREET,GLQ,Scotland
06399,GLASGOW QUEEN STREET LL,GQL,Scotland
06506,GLASGOW WORKS,,Scotland
17302,GLASSHOUGHTON,GLH,North & East
36719,GLAZEBROOK,GLZ,North West
36724,GLAZEBROOK B.T.P.,,North West
36720,GLAZEBROOK EAST JN & SDGS,,North West
01086,GLENCARRON,,Scotland
59423,GLENDON,,East Midlands
06104,GLEN DOUGLAS,,Scotland
06103,GLEN DOUGLAS M.O.D.,,Scotland
06117,GLEN DOUGLAS MOD GBRF,,Scotland
03153,GLENEAGLES,GLE,Scotland
06062,GLEN FALLOCH,,Scotland
06008,GLENFINNAN,GLF,Scotland
06007,GLENFINNAN C.E.,,Scotland
08001,GLENGARNOCK,GLG,Scotland
08002,GLENGARNOCK C.E.,,Scotland
08003,GLENGARNOCK SIG PG183,,Scotland
08005,GLENGARNOCK UGL,,Scotland
59287,GLEN PARVA JN,,East Midlands
03235,GLENROTHES ET867,,Scotland
03241,GLENROTHES WITH THORNTON,GLT,Scotland
08652,GLENWHILLY,,Scotland
08647,GLENWHILLY C.E.,,Scotland
45127,GLINTON JUNCTION,,East Coast
68086,GLOSARMRD,,Western
68092,GLOS NWYD,,Western
68091,GLOSNW YD,,Western
32250,GLOSSOP,GLO,North West
68089,GLOUCESTER,GCR,Western
68085,GLOUCESTER CARRIAGE SDGS,,Western
68088,GLOUCESTER GROUND SIG 444,,Western
68093,GLOUCESTER GROUND SIG 446,,Western
68090,GLOUCESTER GROUND SIG 454,,Western
68105,GLOUCESTER HORTON ROAD,,Western
68101,GLOUCESTER L.I.P.,,Western
68102,GLOUCESTER LOCO SPUR,,Western
68100,GLOUCESTER N.Y.,,Western
68106,GLOUCESTER N.Y. GBRF,,Western
68104,GLOUCESTER OLD YARD,,Western
68081,GLOUCESTER OVER JN,,Western
87648,GLOUCESTER ROAD JUNCTION,XGU,Sussex
68112,GLOUCESTER SIG. G31,,Western
68084,GLOUCESTER SIG. G339,,Western
68129,GLOUCESTER SIG. G356,,Western
68113,GLOUCESTER SIG G419,,Western
68087,GLOUCESTER SIGNAL 423,,Western
68130,GLOUCESTER YARD JN,,Western
88242,GLYNDE,GLY,Sussex
05099,GMOUTHFD,,Scotland
05101,GMTH FDRS,,Scotland
15529,GOATHLAND,XGZ,Private Railway
64111,GOBOWEN,GOB,Wales
64112,GOBOWEN CAMBRIAN RAILWAYS,,Wales
64114,GOBOWEN GROUND SIG GN6,,Wales
64113,GOBOWEN RUN ROUND/CE SDGS,,Wales
87057,GODALMING,GOD,Wessex
32226,GODLEY,GDL,North West
32228,GODLEY EAST,GDE,North West
87734,GODSTONE,GDN,Kent
87733,GODSTONE TIP,,Kent
35204,GOLBORNE JN,,North West
24004,GOLDTHORPE,GOE,North & East
03032,GOLF STREET,GOF,Scotland
01122,GOLLANFIELD,,Scotland
01024,GOLSPIE,GOL,Scotland
87083,GOMSHALL,GOM,Wessex
00753,GONESSE,,High Speed
50412,GOODMAYES,GMY,Anglia
83634,GOODRINGTON C.H.S,XFO,Western
83636,GOODRINGTON SANDS,GUD,Western
83633,GOODRTNYD,,Western
20002,GOOLE,GOO,North & East
20005,GOOLE,,North & East
20000,GOOLE DOCKS,,North & East
20008,GOOLE GLASSWORKS,,North & East
20009,GOOLE GLASSWORKS GBRF,,North & East
20003,GOOLE T.C.,,North & East
20004,GOOLE UP GOODS LOOP,,North & East
20006,GOOLE UP STATION SDG,,North & East
85229,GOONBARROW JN,,Western
85228,GOONBARROW JUNCTION EWS,,Western
85227,GOONBRWJN,,Western
42002,GOOSTREY,GTR,North West
53248,GORDON HILL,GDH,East Coast
53249,GORDON HILL SIGNAL 201,,East Coast
04710,GOREBRIDGE,GBG,Scotland
04226,GORGIE BRANCH SIG EH530,,Scotland
04701,GORGIE JN,,Scotland
87997,GORING-BY-SEA,GBS,Sussex
74291,GORING & STREATLEY,GOR,Western
06042,GORTON,,Scotland
32055,GORTON,GTO,North West
06036,GORTON (TAYSIDE),,Scotland
46005,GOSBERTON S.B.,,East Midlands
72419,GOSPEL OAK,GPO,Anglia
72432,GOSPEL OAK SIGNAL 1304,,Anglia
72424,GOSPEL OAK SIGNAL GO500,,Anglia
72428,GOSPEL OAK SIG NL1000,,Anglia
72430,GOSPEL OAK SIG NL1306,,Anglia
07011,GOUROCK STATION,GRK,Scotland
07204,GOWER STREET JN,,Scotland
79325,GOWERTON,GWN,Wales
21006,GOXHILL,GOX,North & East
88746,GRAIN,,Kent
88744,GRAIN BP,,Kent
88747,GRAIN FOSTER YEOMAN,,Kent
88751,GRAIN FOSTER YEOMAN - FHH,,Kent
88753,GRAIN FOSTER YEOMAN GBRF,,Kent
88757,GRAIN LEVEL CROSSING,,Kent
88756,GRAIN OIL TERMINAL (FLHH),,Kent
88758,GRAIN OIL TERMINAL GBRF,,Kent
88743,GRAIN (OLD STATION),,Kent
88749,GRAIN THAMESPORT BULK,,Kent
88745,GRAIN THAMESPORT (EWS),,Kent
88748,GRAIN THAMESPORT FLT,,Kent
88752,GRAIN THAMESPORT (GBRF),,Kent
88750,GRAINTPTS,,Kent
85430,GRAMPNDRD,,Western
65627,GRAND JN,,Central
02019,GRANGE,,Scotland
68116,GRANGE COURT LOOP,,Western
43115,GRANGE JN,,West Coast South
43114,GRANGE JN.,,West Coast South
05091,GRANGEMOUTH,GGM,Scotland
05085,GRANGEMOUTH COLAS RAIL,,Scotland
05081,GRANGEMOUTH DOCKS F.P.A.,,Scotland
05082,GRANGEMOUTH FLT,,Scotland
05083,GRANGEMOUTH FPA (DRS),,Scotland
05071,GRANGEMOUTH IN (CHEMICALS),,Scotland
05076,GRANGEMOUTH IN HOLDING SDG,,Scotland
05075,GRANGEMOUTH INNOVENE (OIL),,Scotland
05042,GRANGEMOUTH JN,XGM,Scotland
05044,GRANGEMOUTH JN SIG 290,,Scotland
05043,GRANGEMOUTH JN SIG 292,,Scotland
05046,GRANGEMOUTH JN SIGAN GH12,,Scotland
05045,GRANGEMOUTH JN SIGNAL GH10,,Scotland
05079,GRANGEMOUTH OIL COLAS,,Scotland
05072,GRANGEMOUTH ORCHARDHALL,,Scotland
05051,GRANGEMOUTH RIO TINTO ALCAN,,Scotland
05077,GRANGEMOUTH TDG (EWS),,Scotland
05073,GRANGEMOUTH TDG MAIN TERM,,Scotland
05078,GRANGEMOUTH TDG SDG (DRS),,Scotland
05074,GRANGEMOUTH TDG STORAGE SS,,Scotland
05100,GRANGEMOUTH WH MALCOLM,,Scotland
11401,GRANGE-OVER-SANDS,GOS,North West
11402,GRANGE-OVER-SANDS SIG 4,,North West
53303,GRANGE PARK,GPK,East Coast
78705,GRANGETOWN,GTN,Wales
15636,GRANGETOWN (CLEVELAND),,North & East
15637,GRANGETOWN JUNCTION,,North & East
44421,GRANTHAM,GRA,East Coast
44419,GRANTHAM FREIGHT DEPOT,,East Coast
44422,GRANTHAM ISU,,East Coast
44424,GRANTHAM NORTH JN,,East Coast
44427,GRANTHAM SUB SIGNAL 1281,,East Coast
44423,GRANTHAM SUB SIGNAL 1283,,East Coast
44426,GRANTHAM UP SDGS,,East Coast
04834,GRANTSHOUSE,,Scotland
04833,GRANTSHOUSE C.E.,,Scotland
04849,GRANTSHOUSE D.P.L.,,Scotland
04851,GRANTSHOUSE U.P.L.,,Scotland
86077,GRATELEY,GRT,Wessex
65608,GRAVELLY HILL,GVH,Central
88721,GRAVESEND,GRV,Kent
88719,GRAVESEND SIG NK1601,,Kent
88720,GRAVESEND SIG NK1604,,Kent
09335,GRAYRIGG,,North West
51311,GRAYS,GRY,Anglia
15506,GREAT AYTON,GTA,North & East
50026,GREAT BENTLEY,GRB,Anglia
42313,GREAT BRIDGEFORD,,West Coast South
47311,GREAT CHESTERFORD,GRC,Anglia
47312,GREAT CHESTERFORD UGL,,Anglia
21033,GREAT COATES,GCT,North & East
21034,GREAT COATES NO1 JN.,,North & East
45009,GREATFORD SIGNAL P552,,East Coast
59336,GREAT GLEN,,East Midlands
14261,GREATHAM,,North & East
67214,GREAT MALVERN,GMV,Central
70360,GREAT MISSENDEN,GMN,Central
70357,GREAT MISSENDEN SIG:ME769,,Central
34107,GREAT ROCKS DOGS HOME FLHH,,North West
34108,GREAT ROCKS DOGS HOME HS,,North West
34109,GREAT ROCKS JN,,North West
48053,GREAT YARMOUTH,GYM,Anglia
37073,GREENBANK,GBK,North West
37074,GREENBANK SIGNAL GK9,,North West
08828,GREENBURN (FLHH) KIER MINING,,Scotland
08832,GREENBURN GBRF,,Scotland
08833,GREENBURN JN,,Scotland
08830,GREENBURN KEIR MINING,,Scotland
07303,GREENFAULDS,GRL,Scotland
32107,GREENFIELD,GNF,North West
07304,GREENFOOT G.L.,,Scotland
73415,GREENFORD,GFD,Western
73309,GREENFORD EAST JN,,Western
73412,GREENFORD SOUTH JN,,Western
73411,GREENFORD WEST JN.,,Western
05031,GREENHILL BRANCH DOWN LOOP,,Scotland
05027,GREENHILL JN SIG GJ 360,,Scotland
05022,GREENHILL LOWER JN,,Scotland
05026,GREENHILL SIG GJ347,,Scotland
05030,GREENHILL SIGNAL GJ428,,Scotland
05020,GREENHILL UPPER C.E.,,Scotland
05023,`GREENHILL UPPER DGL,,Scotland
05021,GREENHILL UPPER JN,,Scotland
05024,GREENHILL UPPER JN,,Scotland
88699,GREENHITHE FOR BLUEWATER,GNH,Kent
87767,GREENHURST JN,,Sussex
38202,GREEN LANE,GNL,North West
14009,GREEN LANE JN (PTA BOUNDARY),,East Coast
03156,GREENLOANING,,Scotland
03157,GREENLOANING REFUGE SDGS,,Scotland
07015,GREENOCK CENTRAL,GKC,Scotland
07021,GREENOCK CENTRAL C.E.,,Scotland
07025,GREENOCK C.P.A.,,Scotland
07014,GREENOCK UNITED MOLASSES,,Scotland
07013,GREENOCK WEST,GKW,Scotland
11215,GREEN ROAD,GNR,North West
13242,GREENSFIELD JN.,,East Coast
88433,GREENWICH,GNW,Kent
18446,GREETLAND B.P. OIL,,North & East
18447,GREETLAND JN,,North & East
18457,GREETLAND JN SIGNAL DH308,,North & East
18456,GREETLAND JUNCTION SIGNAL DH307,,North & East
00098,GREMBERG,,High Speed
00099,GREMBURG (ITALIAN WAGONS),,High Speed
57806,GRESLEY,,East Midlands
42162,GRESTY BRIDGE SIDINGS (DRS),,North West
42176,GRESTY GREEN EAST JN,,North West
42170,GRESTY GREEN THROUGH SDG,,North West
42177,GRESTY GREEN WEST JN,,North West
42175,GRESTYGRN,,North West
42169,GRESTY LANE SIG. GL37,,North West
42185,GRESTY LANE SIG GL9023,,North West
42184,GRESTY LANE SIG GL9042,,North West
42161,GRESTY LANE WESTERN SDGS 1,,North West
42164,GRESTY RD,,North West
42167,GRESTY RD,,North West
09085,GRETNA GREEN,GEA,North West
09095,GRETNA JN,XGS,North West
09093,GRETNA JN SIGNAL CE525,,North West
09094,GRETNA JN SIGNAL CE526,,North West
60008,GRETTON,,East Midlands
21121,GRIMSBY BRICKPIT SDG,,North & East
21134,GRIMSBY DOCKS,GMD,North & East
21103,GRIMSBY MARSH JN,,North & East
21132,GRIMSBY PASTURE ST SIG 981,,North & East
